text;rating;sentiment
haduuuuh puyeng pala,masuk lwt aplikasi ni g bisa tp lwt link pjponline bisa....kareppe yok nopo... mau laporan aja di persulit...Allah.....;1;Negative
"Mau lapor pajak saja susah kali.. ""Under site Construction"" berhari-hari.";1;Negative
Tiba-tiba ga bisa dbuka padahal sudah di update;1;Negative
good;5;Positive
update terbaru nya gak bisa di hp saya 😂;1;Negative
aplikasi apaan ini verifikasi foto aja susah bgt astagfirullah, benerin woy !;1;Negative
udah mau login, kasih nik, kasih nope gbs aja terus, aplikasi payah;1;Negative
lambat;1;Negative
sudah sekitar sebulan saya register npwp tapi setiap verifikasi nomor hp tidak pernah muncul kode otp nya, padahal emailnya bisa, sudah puluhan kali saya coba hingga beli kartu baru namun masih saja tidak terkirim kode nya;1;Negative
heran verifikasi no telpon ga muncul , giliran verifikasi email muncul yg bener dong sekiranya aplikasi gagal hapus aja;1;Negative
sekelas aplikasi pemerintah kayak begini ? hmmm , mengesankan;1;Negative
aplikasi sudah kadaluarsa 🤦;1;Negative
ampun banget ini apk mau login aja sulit padahal mau lapor pajak , padahal udah swap foto email dan no telp udah bener ttep aja gak bisa login..;1;Negative
Daftar online aja di persulit, kode Verifikasi Nomer telfon tidak pernah dikirimkan gimana mau lanjut langkah nya waktu pendaftaran;1;Negative
VeryVeryGood;5;Positive
aplikasi kebanyakan korupsi;1;Negative
sangat membantu;5;Positive
aplikasi lemot;1;Negative
id pengguna & kata sandi sudah benar, tetap aja ga bisa login. Giliran telat/tidak lapor pajak kena denda;1;Negative
aplikasi tidak membantu;1;Negative
Mempermudah pelaporan SPPT.;5;Positive
login susah amat password salah terus, mau ganti pw ga bisa bisa, emang sampah sampahhhh;1;Negative
aplikasi ribet dan bermasalah;1;Negative
akun yg berhubungan dengan layanan masyarakat yg paling jelek..;1;Negative
aplikasi apa ini loginbgak bisa verivikasi gagal terusss adohhhh;1;Negative
mau masuk aja ribet login gagal terus !!;1;Negative
apk kuntul sama kaya yg bikin pemerintahnya juga, bukanya mempermudah malah makin ribet, ujung2 nya ke kantor pajak juga, apus aj ni apa ga guna;1;Negative
apk paling tolol;1;Negative
aplikasi sampah tidak jelas.. sudah benar semua data yang di isi untuk verifikasi NIK.. tombol verifikasi nya tidak mau biru, giliran salah data yang di isi malah biru, tapi ya namanya juga data salah tetap saja tidak mau lanjut.. jika tidak layak digunakan mending di hapus saja aplikasi nya.. sangat merepotkan sekali pelaporan pajak di ini;1;Negative
aplikasi tolol, ngabisin anggaran aja;1;Negative
muter muter dipersulit... kita yg bayar pajak kita yg di suruh lapor dengan segala keruwetan nya... asuuuuuuuu;1;Negative
aplikasi penipu jangan didownload;1;Negative
Iki opo? wes mboh aturen dewa kono, aku gak ngoros;1;Negative
Hancurr,, mau masuk aja susah, ribet banget, gimana mau maju negara ini, buat aplikasi aja ga becus,, no nik udah bener, email udah bener, tapi ga bisa masuk,, kacau;1;Negative
tolong tingkatkan kemudahan dalam mendapatkan kode Verifikasi bisa melalui whatsapp atau email yang sudah terdaftar karena sangat repot sekali jika hanya melalui SMS yang mana di Indonesia masih banyak daerah yang sulit signalnya.;5;Positive
BUSUK SEMUA APLIKASI NEGARA SAMPAH;1;Negative
😁;5;Positive
harus lebih ditingkatkan lagi tidak bisa login saat ingin melakukan pelaporan SPT tahunan;1;Negative
apk busuk;1;Negative
mau login susah amat. verifikasi harus via sms nomor telpon yang sudah terdaftar. sedangkan nomor yang terdaftar sudah tdk di gunakan lagi. harusnya verifikasi via email saja biar mudah. mau lapor pajak saja susah amat 👎;1;Negative
masih banyak BUG Coretax..membuat WP bingung..dan Untuk CS juga Pengetahuan Aplikasi kurang jika WP Komplain;2;Negative
apanya semakin baik??? mau masuk akun aja susah...mau lapor pajak aja dipersulit..buat akun tuh yg gampang dimengerti dan tidak susah untuk di akses..aplikasi sampaaahhh!!!!;1;Negative
fiturnya kurang lengkap;1;Negative
eror terus;1;Negative
sangat sulit di pahami;1;Negative
app taiii;1;Negative
aplikasi aneh paling nyusahin. kita yang suruh bayar pajak, tp diribetin pula.;1;Negative
pantes GK masuk2 kode otp nya stelah baca komen GK tau nya emang bermasalah suasu...;1;Negative
sumpah dari kinerja aplikasi saja sangat jelek ya berbelit belit cuman mau lihat nomor npwp sendiri scan wajah lah verif email login kayak mau ngambil uang 1 m. tolong dipermudah kerja pemerintah itu mempermudah masyarakat bukan mempersulit gaguna ini aplikasi;1;Negative
Pemerintah selalu membuat aplikasi gak jelas.;1;Negative
apk ya ampun,susahnyaa,error terus;1;Negative
Indonesia belum siap dengan digitalisasinya, aplikasinya jelek, situs coretax buruk sekali, benar-benar masih tertinggal jauh;1;Negative
Sistem lambat, sering error.;1;Negative
gak di aplikasi gak di link sama jelek nya.laporan aja sulit;1;Negative
Benar benar g bisa, setelah masuklaman login, langsung blank screen, memang gak pernah niat mempermudah,;1;Negative
bagus;5;Positive
mau uang pajak gak sih, bikin akun aja susahnya minta ampun, dicoba berkali kali udah sesuai prosedur malah gak berhasil pertama kendala di alamat, dicoba lagi ganti di verifikasi nomor HP. aplikasi negara gini amat,;1;Negative
Sangat Membantu;5;Positive
susah ubah data ,email dan no telefon;1;Negative
Aplikasi penting kayak gini sering error niat buka apk gak sihh? bukannya buat mudah malah buat susahh jncox;1;Negative
buruk n burik, setara apkikasi pemerintah nollll;1;Negative
terlalu sulit dan berbelit-belit;1;Negative
Seperti Biasa, Aplikasi pemerintah gak ada yang bener;1;Negative
klik spt keterangannya site under construction,gimana mau taat lapor kalau gini trs;1;Negative
ga jelas . rusak;1;Negative
klo belum siap jngn diluncurin ya apknya;1;Negative
saya ga bisa masuk atau validasi, dan ganti perubahan data pribadi, coba dah di permudah susah amat bikin aktivasi akun;1;Negative
manfaat;5;Positive
mau bayar pajak aj di persulit,ga bisa di aktivasi;1;Negative
Saya tidak bisa login ke akun saya, padahal NIK dan password sudah sama persis 100miliar%. Tolong sistemnya segera diperbaiki. Masa sekelas aplikasi pemerintahan banyak errornya.;1;Negative
udh mlai integrasi dengan coretax yah aplikasi mpajak ini, jd login nya pake pass coretax. untuk cert digital dah mncul, tp krna sy dah buat di coretax, g sy buat lg, tnggu expired/lupa passpharse aja wkwkw. menu spt mash under construct, yaah smga kalo mau dpke thn ini kudu cepet tim dev untuk bikin nya;5;Positive
aplikasi sampah , sekelas pemerintah aplikasi nya kya gini, verifikasi muka aja susah banget, (Ket perangkat terlalu jauh, udh dideketin kurang malah kurang jauh) nyusahin amat mau lapor pajak doang , Apk gak jelasss;1;Negative
good;5;Positive
sering susah aksesnya;4;Positive
apaan sih , mau aktivasi aja di pesulit bolak balik gagal terus. ga guna apk nya;1;Negative
aplikasi gak jelas. gak usah di download. gak berguna 👎;1;Negative
hidup di negara ini ribet amat ya sudah bayar pajak harus lapor dengan cara yang ribet;1;Negative
buruk tidak bisa login semoga bisa diperbaiki;1;Negative
Sumpah ya ,hanya utk lapor SPT tahunan aja ini dipersulit bangetttttttttt.puluhan kali aktivasi Coretax tapi gak bisa².udahlah terserah.mau NPWP nya aktif atau gak,ini bukan salah kami.tapi aplikasinya yg gak jelas.emang benar di Indonesia,kalau bisa dipersulit knpa harus dipermudah.kapan negara mau maju ,kalau sekedar buat aktivasi aplikasi aja harus nunggu berjam jam.rakyat disuruh patuh pajak ,tapi fasilitas pendukungnya gak jelas.byeeeeee;1;Negative
aplikasi Zonk lemot sekali;1;Negative
udh 2026 lapor pajak masih kaya zaman purba ribett website sampah mau lapor aja susah bener;1;Negative
hp ram 4 ko ga bisa, payah;1;Negative
susah sekali untuk aktivasi nya kalau belum bisa bikin aplikasi yang mempermudah, sebaiknya gak usah bikin aplikasi saja;1;Negative
aplikasi bodok ini gak bisa login;1;Negative
aplikasi gembel;1;Negative
Aplikasi lemot bermasalah, sering sekali disconect ketika diteruskan ke website oleh aplikasinya. Meskipun menggunakan perangkat kelas flagship sekalipun tidak menjamin aplikasinya lancar di gunakan;1;Negative
negara kaya aplikasinya miskin;1;Negative
aplikasi rusak;1;Negative
Coba yang di website coretaxdjp.pajak.go.id di perbaiki untuk bugnya. Ketika ingin login selalu dianggap salah, ketika di aplikasi bisa masuk. Moga saran nya dibaca ya bapak/ibu yang terhormat. Terima kasih;4;Positive
login muter2 malah bolak balik musti reset pasword. aplikasi pemerintahan gini amat bos.boro2 lapor pajak aplikasi saja kaga bener.jangan salahin rakyat gak lapor pajak.urus saja dulu sistem nya yang bener.;1;Negative
apk apaan;1;Negative
aplikasi terkontoI;1;Negative
aplikasi gak guna, gimana org mau bayar pajak, wong daftar aja muter2 trus;1;Negative
apk apa ini jelek banget sumpah, beneran tak siap buat apk;1;Negative
susah login belum lagi mengisinya ribet aplgi klo kita yg gak ngerti IT ngisi2 gini;1;Negative
asli aplikasi g jelas ribet menyusahkan. bikin aplikasi g niat. mau login aja g bisa. semua ribetttttt;1;Negative
ribet;1;Negative
mending unnistall aja... gaada guna nya juga..;1;Negative
Aplikasi Sampah !!!;1;Negative
ok;5;Positive
luar biasa;4;Positive
sekiranya ga mau ngelayanin gausah so soan bikin apk ga ada gunanya;1;Negative
npwp tolol... di apk sama di website nya sama saja... gx ada pembenahan;1;Negative
jelek;1;Negative
capek bgt;1;Negative
masuk login ubah sandi lagi ubah sandi lagi padagal ga mencet perubahan sandi, giliran aktivasi udah isi semua email salah lah nomor hp salah lah mending balik djp aja lebih enak;1;Negative
gajelas, verifikasi nomor handphone kenapa ga masuk bahkan saya coba sampe seminggu?! bisa gasih yg niat bukannya ini juga penting ya buat kita apa coba, aplikasi yg harusnya dibutuhin bener bener malah ga guna, minimal kalo ada kendala server cepat di perbaiki! apaaaaaaaaaaaallllaahhhh;1;Negative
ribet amat sih ini bikin pusing aja sdh berkali2 masuk tetap aja tdk bisa;1;Negative
aplikasi ga guna. password dia sendiri yg ngasih kok dipake login gabisa. nyusahin doang;1;Negative
aplikasi gampang gampang susah;3;Neutral
aplikasi ga guna, buang- bunga anggaran;1;Negative
belajar lagi bikin aplikasi;1;Negative
Aplikasi gak jelassssss... Gara2 di telpon aja juga ini gue sama org pajak disuruh update data via apk, kalo gak di telpon juga ogah download dah. Login aja susah bgt astaga;1;Negative
mau daftar aja susah gimana oranf mau bayar pajak;1;Negative
sangat tidak membantu;2;Negative
app ga jelas, mempersulit warga negara, udah dibayar pajak, tetap aja mempersulit lapornya;1;Negative
curiga aplikasi penipuan sih ini,sekelas kantor pajak aplikasi nya gak support. untuk ganti djp ke coretax habis dana milyaran tapi sekelas aplikasi sprti ini nihil untuk fungsinya(?);1;Negative
bukannya mempermudah, malah mempersulit. nomor salah lah, keluar dikit langsung ngilang, dll kacaw..;1;Negative
Kewajiban hrus lapor , Tp dikasih aplikasi kayak gini, Errrror mulu gak bisa2.;1;Negative
tidak bisa verifikasi nomor telpon;1;Negative
kagak niat gausah bikin kita bikin akun di persulit cuma mau ngabisin pulsa doang lawak giliran bisa malah eror alamat ada lagi aja alesan lu;1;Negative
mantap tidak ribet;5;Positive
apk apa ini orang mau buat verifikasi tk bisa memalukan;5;Positive
ok;5;Positive
gak website, gak aplikasi sama aja sering eror mulu, gua mau bikin npwp aja susah minta ampun, sibuk kembali ke menu awal terus;1;Negative
bagus;5;Positive
aplikasi kocak.;1;Negative
kedok aplikasi. 🤣🤣 ngisi atau login tetap pakai extension web, istansi besar sekelas perpajakan kalah sama apk umkm. kocak emg.;1;Negative
Email confirmation failed. (GenericError) terus gimana mau lapor kalo daftarnya aja sudah gini gausah heran kalo orang gak lapor pajak bukanya gak mau tapi caranya ribet dan menyusahkan;1;Negative
yang mau lapor di persulit...harus pake otp ke email lain lagi...karna email terdaftar sebelumnya di apk pajak dianggap spam;1;Negative
aplikasi sampah;1;Negative
aplikasinya keren sesuai sop, sesuai sama budaya pejabat di Indonesia. mantabb;1;Negative
"Mau laporan pajak aja ribet. apk buang"" anggaran, ngak efektif sekali. Gak simpel blassss";1;Negative
ribet susah masuk akun,,menyulitkan padahal sudah sesuai data;2;Negative
aplikasi sangat sulit di akses. bisa masuk tapi opsi penggunaannya sulit. tolong kita sudah bayar pajak ke negara jadi cari orang IT yang lebih kompeten;1;Negative
uda daftar, tak bisa masuk LOGIN, lupa kata sandi, uda di ubah pun tetap tidak bisa,,tidak ada info dari email atau SMS.;1;Negative
anggaran negara milyaran tp produk aplikasinya jelek, Pajak itu harus mempermudah pelapor pajak bukan malah mempersulit dan buat waktu org terbuang sia2.;1;Negative
tidak berguna aplikasinya;1;Negative
apk gjls buang buang anggaran;1;Negative
kepstuhan regulasi;5;Positive
APK GA GUNA BANYAK MASALAHNYA, SURUH BAYAR PAJAK TAPI DIPERSULIT, ANEH! MAU LOGIN AJA GABISA-BISA, GAUSAH SO DIGITALISASI KALO MASIH BOBROK SISTEMNYA!;1;Negative
gk jelas server busk;1;Negative
keren dan bagus;5;Positive
aplikasi tolol sudah verifikasi akun kirim SMS ga masuk2 parah2,buang2 pulsa karbit;1;Negative
data udah sesuai semua malah Gagal pembaharuan akun, mau lapor pajak aja susah amat;1;Negative
apk sampah... daftar sulit, aktivasi sulit, bukan d permudah cek masalah pajak malah jd sulit krna aplikasi ribet.. prettt;1;Negative
daftar susah... aplikasi pemerintah gak ada guna...ancur nih aplikasi gak bisa digunakan dengan mudah;1;Negative
terus aja harus update ...;1;Negative
aplikasi tak berfungsi, tak guna;1;Negative
𝗺𝗮𝘀𝗶𝗵 2024 𝗮𝗷 𝘂𝗱𝗮𝗵 𝗴𝗶𝘁𝘂 𝗺𝗲𝗻𝘁𝗼𝗸 𝗹𝗮𝗴𝗶 , 𝗔𝗽𝗸 𝗿𝗶𝗯𝗲𝘁 𝗟𝗼𝗴𝗶𝗻 𝗴𝗮𝗴𝗮𝗹 𝘁𝗿𝘂𝘀;1;Negative
ga bisa daftar 🤣😂😂 lucu;1;Negative
nggak web ga aplikasi sama sama gada yg beres;1;Negative
1,3T buat aplikasi kaya gini?galayak sih;1;Negative
apk gaje klo misal blm siap luncur jangan disuruh instal katanya mempermudah tau nambah lamban . klo mau dijadiin kelinci percobaan buat diri sendiri aja kaga usah disebar luar.;1;Negative
apk sampah;1;Negative
thn kemaren udah masuk login sekarang pundah k coretax malah ngga mau masuk buat lapor binggung;1;Negative
aplikasinya ribet,,g manfaat kayak g niat buat aplikasi;1;Negative
berbelit belit untuk pendaftarannya;1;Negative
aplikasi ga guna isinya korup;1;Negative
dari awal download mau kirim laporan spt ga bisa bisa, site under maintenance terus;1;Negative
udh bayar pajak minta kode OTP aja masih minta pulsa najisss;1;Negative
sampah;1;Negative
aplikasi gak guna. buang buang apbn;1;Negative
sdah masukan nik npwp benar pasword benar gak bisa masuk heran sampe malas ,,,, sampah skali apknnya;1;Negative
Pemerintah kalo bikin sesuatu itu gapernah serius. ini contoh salah satunya 😂 😁;1;Negative
Baca data bank personal si M Banking gak tuh;1;Negative
sejak login lwt coretax jadi gabisa aplikasi ga jls ga guna;1;Negative
Jangan di download pusing sendiri;1;Negative
apa nih nak aktivasi akun susah bet padahal udah ada muncul alert kontak berhasil diverifikasi eehhhh malah muncul lagi email confirmation faild;1;Negative
tidak bermutu...;1;Negative
BUSUK;1;Negative
aplikasi tidak jelas , ambil foto aja susah nya minta ampun;1;Negative
aplikasi gaguna!!!!ga berfungsi!!!;1;Negative
Gunanya apa ya ni aplikasi? Lagian kalo login harus pake browser?;1;Negative
apa susah gini mau buka juga mau ganti sandi di ribet ribet gilirian ada uang nomer 1 hadeh;1;Negative
aplikasi gak guna buang2 biaya;1;Negative
aplikasinya buruk, mending pakai google crome saja;2;Negative
tambah ribet,mau pelaporan SPT tahunan ribet banget;1;Negative
ga guna bgt. mau laporan karena wajib lapor, tapi aplikasi gak bisa dipakai. sejak download kok under maintenance teross.. ngabisin anggaran aja ini. tar terlambat laporan kena denda 100rb. ga mutu bgt.;1;Negative
tidak bsa login;1;Negative
verifikasi gagal terus;1;Negative
aplikasi ga guna bikin ribet lah hapus jgn download ni apk,;1;Negative
ngabisin pulsa aja aplikasi ga genah;1;Negative
mau verifikasi aja di persulit;1;Negative
aplikasi gak guna, eror gak diurus ganti aja orang pajak tua tua gaptek ganti dengan gen z. yg melek teknologi;1;Negative
Suruh masuk akun coretax, tapi begitu suruh masukin kode verifikasi yang di kirim ke email malah halaman verifikasi hilang kembali ke halaman awal. Berulang ulang terus begitu. ini namanya ngerjain bosss;1;Negative
saya terkendala saat mau verfikasi akun, saya sudah isi pulsa, saat mau kirim lampiran, tulisan gagal, coba lagi terus gimana sih?? bayar pajak ribet gak bayar pajak di denda kitanya mau nya gimana sih buat aplikasi nya yang bener dong🤦🤦;1;Negative
secara tidak langsung aplikasi ini mendefinisikan ketidak mampuan pemerintah dalam mengatasi birokrasi yang berbelit belit;1;Negative
buat aplikasi coretax buat apa mana abisin anggaran M M an gabisa di akses ya percuma dong!;2;Negative
propesional;5;Positive
ga berfungsi, dibela belain daftar di waktu kerja malah verifikasi no telp ga ada otp masuk;1;Negative
aplikasi sampah jangan ada yg install cuma bikin ribet doang periv berkli kli udh bener bngt masih juga ngga bisa to*ol;1;Negative
aplikasi ini tidak membantu,gak guna masak setiap mau buka minta abdet terus;1;Negative
semoga manfaat;5;Positive
aplikasi Bodong;1;Negative
aplikasi butut;1;Negative
update manjang;1;Negative
baru juga download dan buka apk sudah disuruh update 😟;1;Negative
Gak guna;1;Negative
lemot gembel;1;Negative
suruh bayar pajak tapi ribet aplikasi error trus banyak bug;1;Negative
aplikasi bikin susah rakyat aja... sudah kita yang bayar pajak...kita juga yg harus laporkan... hiliran mau dilaporkan pembayarannya eh sitem / aplikasinya ongol² seperti pegawai pajaknya...hadehhhhh indonesia emas;1;Negative
aplikasi gak berguna.;1;Negative
aplikasi bapuk. Ini duit develop app-nya dikorupsi apa gimana sih bisa sampe gak guna gini;1;Negative
aplikasi gak guna;1;Negative
rakyat disuruh taat pajak,pemerintah bikin APP aja kaga becus,otak +62 mah susah SDM rendah;1;Negative
rada bingung mau lapor PJK ny;5;Positive
Mau login aja susah bgt.. dah lah ga usah ngurusin pajak..;1;Negative
apk setan tidak jelas mau log in hanya menyusahkan orang;1;Negative
Aplikasi ini buat apa? Apa sudah dinonaktifkan?;1;Negative
not simple;1;Negative
Bukanya mempermudah malah mempersulit , rakyat yang pajak rakyat yang repot;1;Negative
masih kurang optimal sih, harus ditingkatkan lagi;5;Positive
ga bisa lihat SPT we'll be back son tolong dipermudah dong;1;Negative
Kalau sudah bagus, We'll Be Back Soon...;1;Negative
disuruh ganti kata sandi malah verifikasi email gak masuk;1;Negative
mau masuknya gimana cuman bolak balik suruh ganti password,apklikasi ribet;1;Negative
gak jelas;1;Negative
berkali2 coba ga bisa log in;1;Negative
ok baik;4;Positive
sangat baik;5;Positive
sangat membantu sekali dalam pelayanan pajak....;5;Positive
APLIKASI INI TIDAK KOMPATIBEL DENGAN PERANGKAT ANDA... HAHAHA;1;Negative
pantekk;1;Negative
aplikasi error mulu;2;Negative
mantap;5;Positive
aplikasi jelek tambah parah, udah patuh bayar pajak tinggal laporan aja susah banget+ribet, harapannya pemerintah membuat aplikasi yg mudah untuk laporan SPT tahunan.;1;Negative
aplikasi pemerintah emang gk ada yg bener, mau byar pajak saja menyulitkan;1;Negative
aplikasi busuk.. mau laporan aja malah di bikin ribet... bukannya di mudahin..;1;Negative
susah apk nya;1;Negative
kirim nomer aja gak bisa;1;Negative
suruh lapor tp gagal mulu masuknya .hadeuh kudu diaudit nih pa purbaya;1;Negative
lebih baik dari sebelumnya;5;Positive
sangat memuaskan;5;Positive
ini apk belum siap ya,,masa setelah keluar,mau masuk lagi ga ada kolom log in,,gimana sih,gimana mau tertib pajak,apk nya aja ga siap;1;Negative
aplikasi pemerintahan busuk;1;Negative
gooood;5;Positive
trims;5;Positive
aplikasi yang bagus mudah diakses;5;Positive
daftar online lwt coretak alamat domisili sdh benar tp gagal trs, cm ngurangin pulsa sm kuota doank.;3;Neutral
gabisa masuk.otp email waktunya 10 menit.masuknya setengah jam.;1;Negative
amplikasi eror mulu;1;Negative
kacaw, mau aktivasi aja di persulit sampe mau verifikasi otp ga muncul muncul, sampai berulang verif udah habisin banyak pulsa.;1;Negative
mpwp taat pajak mantap;5;Positive
mantul;5;Positive
verifikasi nomor gak pernah bisa. negara cuma mau duitnya, pelayanan buruk!;1;Negative
parah nih aplikasi masa 2 hari sekali harus di update;1;Negative
aplikasi gak guna eror terus;1;Negative
bermanfaat untuk pelaporan pajak secara digital;5;Positive
sangat bagus sekali;5;Positive
aplikasi bodoh, punya aplikasi tapi diarahkan ke web,mana nga bisa masuk setelah update, disuruh lapor pajak malah nga becus bikin aplikasi, ngakak;1;Negative
aplikasi apaan sih ini, baru download 5 menit udah minta update aja, terus buat aktivasi akun tinggal kirim pernyataan aja gagal mulu, dah lah, tahun ini gak usah lapor SPT. bodo amat, bukan gue yang gak mau lapor tapi aplikasinya ribet. aku mau laporan apa yang sudah aku bayar lho, bukan mau ngerampok, kok dibikin ribet sih.;1;Negative
tra bisa log in, dialihkan ke browser lain, proses log in ribet dan lambat, server tidak ada respon.;1;Negative
apk ini setiap buka nyuruh update. setelah update dibuka tidak bisa juga buka fitur lapor sptnya.;1;Negative
keren;5;Positive
aplikasi gajelas, dialihin ke play store terus pdhl udh versi terbaru, benahin lagi ya.;1;Negative
memudahkan laporan pajak;5;Positive
mau aktivasi aja susah, aplikasi apa ini buang buang anggaran doang. Gak bisa kirim kode verifikasi ke Gmail/nomor HP.;1;Negative
tidak bisa digunakan untuk verivikasi akun;1;Negative
aplikasi sampah.. error mulu;1;Negative
ini fungsinya apa sih? Percuma ada aplikasi kalo harus tetep ka kantor mah. Verifikasi gak bisa-bisa, keterangan nya salah mulu. Lupa Sandi sudah sesuai proses link pemulihan nya tidak sampai ke email maupun no hp.;1;Negative
susah banget mau log in 🥹;1;Negative
Bagus e;5;Positive
Bagus;5;Positive
bagus untuk Verifikasi no tlp jangan lupa di isi pulsa dulu untuk bisa nerima SMS OTP;5;Positive
kurang jelas;1;Negative
Loging susahnya minta ampun padahal, Pasword sudah benar karena saya catat NIK benar. masih aja gagal;1;Negative
gabisa login;1;Negative
vertif no sudah nga masuk masuk T;1;Negative
baik dan cepat di gunakan;5;Positive
aplikasi gak guna, verifikasi email sudah,no telp sudah,tapi gagal login,padahal sudah login dengan akun dan password yg dia kirim,balik aja ke DJP lagi, coretax bikin ribet, bayar pajak sudah, mau lapor aja susah;1;Negative
bagus;5;Positive
informatif;5;Positive
saya tidak bekerja pak. jngan tagih pajak saya dong;5;Positive
ribet;1;Negative
"yg butuh laporan lu, yg penyedia lu juga app ga bisa"" masuk ydah derita lu";1;Negative
ini aplikasi update trus,tp giliran masuk psti error;1;Negative
login gagal terus,,padahal semua data sudah benar,,kalau sistem belum bisa optimal jangan di publik dulu,,benerin dulu sistemnya,,nyusahin masyarakat aja;1;Negative
kami yang bayar pajak kami jiga yang ribet,, kalian enak2kan duduk manis seolah olah kalian yang di butuhkan,,;1;Negative
sangat tidak membantu untuk log in aja susah, kayak gk ada guna nya sih padahal kita mau bayar pajak lohh;1;Negative
abis update pembaharuan aplikasi terus masuk lagi ke aplikasinya malah gagal terus tulisan nya email tidak terdaftar , nomer telpon tidak terdaftar. padahal sebelumnya saya bisa pakai M-PAJAK;1;Negative
aplikasi abal-abal, dikit dikit eror, tutup saja alikasinya;1;Negative
sangat sangat sangattt ribet;1;Negative
ribet;1;Negative
Download apk nya supaya gak perlu daftar online karena di web refresh dikit balik lagi dari awal. Udah tau verif kode no hp harus ada pulsa, ini aku udah berapa kali keulang terus alhasil boncos. Tapi di apk masih tetep dialihkan ke web. Males gak mood 😭;1;Negative
semakin kesini semakin ga jelas ni apk;2;Negative
aplikasi apaan ini, masuk cortex, malah diarahkan ke chrome😂, kocak bener buat aplikasi perpajakan, macam tak niat kerja kalian;1;Negative
apk apa ini membuat ribett aja, ya kalo bikin apk itu yang simple deh, ini apa coba baru juga masuk apk terus dialihkan ke play store untuk update,setelah update terus masuk apk lagi disuruh update lagi. gak jelas.. bangett perbaiki lagi dong sistemnya;1;Negative
aplikasi yg sangat membantu utk mendaftar djp online;5;Positive
Apk gagal, alias tiada guna sama sekali... buat emosi;1;Negative
aplikasi tidak bisa digunakan, saya memasukkan nomor NPWP dan NIP tidak dapat diakses;1;Negative
uang pajaknya udh diterima tapi harus melapor lagi kalau udah bayar, sistemnya bagaimana ini?;1;Negative
hadeh, bukan mempermudah malah bikin ribett;1;Negative
kenapa tidak bisa utk buat Cortes, seperti susah sekali login nya, bukan buat gampang utk pelaporan pajakalah susah utk pelaporan pajak nya;1;Negative
saya mereset ulang sandi berkali-kali ga ada hasil, mengenai, lupa sadi, mohon untuk, mengaktifkan kembali, NPWP saya, karena dulu saya pernah daftar, tapi belum di gunakan karena,kena PHK, dari perusahaan;1;Negative
mau log in aj susah bnget, udh aktifin di coretex ttp aj DJP nya g bs nge link. minta update tiap dibuka. pusing lama2 pke ni apk;1;Negative
mempersulit org. masuk akun aja ribet. perbaiki aplikasi ini. gak jalas;1;Negative
apalahh ini sistem pemerintahan loh padahal(kerjaaa woi kalian di gajih),,, tiap kali login ga bisa terus, di haruskan lapor pajak tapi sistemnya bobrok seperti ini? astagfirolloh :(;1;Negative
Aplikasi masih banyak bugs Ndk bisa sama sekali digunakan;1;Negative
update secara berkala tiap hari, tanpa hasil yg signifikan, lelet;1;Negative
Memudahkan para wajib pajak;5;Positive
gagal log in karena koneksi internet, padahal sdh pakai Telkomsel;2;Negative
ribet kali yaa, selalu erorr, emng negara sebesar ini gak siap untuk sistem digitalisasi;1;Negative
aplikasi rusak , bacaan Sistem Eror melulu kita di paksa Update tapi pelayanan nya sangat Buruk , Sistem Tidak berfungsi , gimna ni pengurusnya , kalau tidak mampu Mundur aja , Mikir dong;1;Negative
salah satu aplikasi pemerintah yg nyusahin bgt, toll;1;Negative
aplikasi aneh, mohon segera diperbaiki... fungsinya buat aplikasi itu biar mempermudah, bukun malah mempersulit!;1;Negative
ribett, mempersulittttt orang aja...;1;Negative
sangat membantu;5;Positive
Bagus;5;Positive
ribet;1;Negative
Good mantap cuman saya belum pernah daftar tapi di sini ada tagihan;5;Positive
rusak bgt ini aplikasi, gak ada perbaikannya dari tahun ke tahun cuma ganti nama doang, tolong lah di perbaiki dan di permudah biar gampang di pake ya.;1;Negative
cacat;1;Negative
kita yg bayar pajak, kita juga yg ribet dan kesusahan...!!!!;1;Negative
aplikasi, tapi masih harus pindah ke Web, ngga bisa login pokoknya ampaslah;1;Negative
hidup di negara sendiri di persulit oleh system sedangkan para pemangku jabatan dan penguasa tetap santay dan menikmati indahnya hidup kita sudah di pajaki kita juga yang harus lapor.;1;Negative
setelah di update aplikasi nya tbtb akun saya tidak bs login lg;1;Negative
Sebelum update bisa lupa efin sekarang kok aktivasi coretax gunanya webnya apa sekarang orang mau laporan saja di persulit;2;Negative
aplikasi untuk yg sangat mempersulit ,eror terus;1;Negative
tidak membantu hanya mempersulit;1;Negative
mau kasi duit ke negara aja susahnyaaaa🫵🏻;1;Negative
apk ga guna...ribetin;1;Negative
Giat narik pajak , tapi aplikasi aja error ga bisa dipakai.;1;Negative
serius negara pakai aplikasi yg eror kya gini? tetap saja harus datang ke kantor pajak. apa gunanya;1;Negative
aplikasi abal... verifikasi no hp kena tarif 1000. mending klo lgsg bisa. ber ulang2 sampe ngabisin pulsa msh gagal. dan sering eror eror eror eror. mending hapus aja aplikasinya sama web nya. anggaran negara mahal hasil nya abal abal.!!!;1;Negative
hapus aja aplikasi ke gini co, gajelas bgt;1;Negative
bagusss;5;Positive
gak habis pikir, duit gede, tapi server apk gangguan terus;1;Negative
